"","GENE","CANCER_TYPE","SITE","HALLMARK"
"1484","DNMT3A","HCC","Digestive system","invasion and metastasis"
"1485","DNMT3A","HCC","Digestive system","change of cellular energetics"
"1486","DNMT3A","UCEC","Female genital","proliferative signalling"
"1487","DNMT3A","UCEC","Female genital","escaping programmed cell death"
"1488","DNMT3A","UCEC","Female genital","invasion and metastasis"
"1489","DNMT3A","UCEC","Female genital","change of cellular energetics"
"1490","DNMT3A","AML","Haematolymphoid","proliferative signalling"
"1491","DNMT3A","AML","Haematolymphoid","escaping programmed cell death"
"1492","DNMT3A","AML","Haematolymphoid","invasion and metastasis"
"1493","DNMT3A","AML","Haematolymphoid","change of cellular energetics"
"1494","DNMT3A","PRCC","Urinary and male genital","proliferative signalling"
"1495","DNMT3A","PRCC","Urinary and male genital","escaping programmed cell death"
"1496","DNMT3A","PRCC","Urinary and male genital","invasion and metastasis"
"1497","DNMT3A","PRCC","Urinary and male genital","change of cellular energetics"
"1498","DNMT3A","WDTC","Endocrine and neuroendocrine","proliferative signalling"
"1499","DNMT3A","WDTC","Endocrine and neuroendocrine","escaping programmed cell death"
"1500","DNMT3A","WDTC","Endocrine and neuroendocrine","invasion and metastasis"
"1501","DNMT3A","WDTC","Endocrine and neuroendocrine","change of cellular energetics"
"1502","DNMT3A","BRCA","Breast","proliferative signalling"
"1503","DNMT3A","BRCA","Breast","escaping programmed cell death"
"1504","DNMT3A","BRCA","Breast","invasion and metastasis"
"1505","DNMT3A","BRCA","Breast","change of cellular energetics"
"1506","DNMT3A","PCM","Haematolymphoid","proliferative signalling"
"1507","DNMT3A","PCM","Haematolymphoid","escaping programmed cell death"
"1508","DNMT3A","PCM","Haematolymphoid","invasion and metastasis"
"1509","DNMT3A","PCM","Haematolymphoid","change of cellular energetics"
"1510","DNMT3A","MDS","Haematolymphoid","proliferative signalling"
"1511","DNMT3A","MDS","Haematolymphoid","escaping programmed cell death"
"1512","DNMT3A","MDS","Haematolymphoid","invasion and metastasis"
"1513","DNMT3A","MDS","Haematolymphoid","change of cellular energetics"
"1514","EBF1","DLBCLNOS","Soft tissue and bone","suppression of growth"
"1515","EBF1","MLYM","Haematolymphoid","suppression of growth"
"1516","EBF1","NHL","Haematolymphoid","suppression of growth"
"1517","EBF1","LUSC","Thoracic","suppression of growth"
"1518","EGFR","GBM","Central nervous system","escaping programmed cell death"
"1519","EGFR","GBM","Central nervous system","change of cellular energetics"
"1520","EGFR","GBM","Central nervous system","invasion and metastasis"
"1521","EGFR","GBM","Central nervous system","proliferative signalling"
"1522","EGFR","GBM","Central nervous system","escaping immune response to cancer"
"1523","EGFR","GBM","Central nervous system","angiogenesis"
"1524","EGFR","LUAD","Thoracic","escaping programmed cell death"
"1525","EGFR","LUAD","Thoracic","change of cellular energetics"
"1526","EGFR","LUAD","Thoracic","invasion and metastasis"
"1527","EGFR","LUAD","Thoracic","proliferative signalling"
"1528","EGFR","LUAD","Thoracic","escaping immune response to cancer"
"1529","EGFR","LUAD","Thoracic","angiogenesis"
"1530","EGFR","BRCA","Breast","escaping programmed cell death"
"1531","EGFR","BRCA","Breast","change of cellular energetics"
"1532","EGFR","BRCA","Breast","invasion and metastasis"
"1533","EGFR","BRCA","Breast","proliferative signalling"
"1534","EGFR","BRCA","Breast","escaping immune response to cancer"
"1535","EGFR","BRCA","Breast","angiogenesis"
"1536","EGFR","NSCLC","Thoracic","escaping programmed cell death"
"1537","EGFR","NSCLC","Thoracic","change of cellular energetics"
"1538","EGFR","NSCLC","Thoracic","invasion and metastasis"
"1539","EGFR","NSCLC","Thoracic","proliferative signalling"
"1540","EGFR","NSCLC","Thoracic","escaping immune response to cancer"
"1541","EGFR","NSCLC","Thoracic","angiogenesis"
"1542","EGFR","HGGNOS","Central nervous system","escaping programmed cell death"
"1543","EGFR","HGGNOS","Central nervous system","change of cellular energetics"
"1544","EGFR","HGGNOS","Central nervous system","invasion and metastasis"
"1545","EGFR","HGGNOS","Central nervous system","proliferative signalling"
"1546","EGFR","HGGNOS","Central nervous system","escaping immune response to cancer"
"1547","EGFR","HGGNOS","Central nervous system","angiogenesis"
"1548","EGFR","LUSC","Thoracic","escaping programmed cell death"
"1549","EGFR","LUSC","Thoracic","change of cellular energetics"
"1550","EGFR","LUSC","Thoracic","invasion and metastasis"
"1551","EGFR","LUSC","Thoracic","proliferative signalling"
"1552","EGFR","LUSC","Thoracic","escaping immune response to cancer"
"1553","EGFR","LUSC","Thoracic","angiogenesis"
"1554","EGFR","COADREAD","Digestive system","escaping programmed cell death"
"1555","EGFR","COADREAD","Digestive system","change of cellular energetics"
"1556","EGFR","COADREAD","Digestive system","invasion and metastasis"
"1557","EGFR","COADREAD","Digestive system","proliferative signalling"
"1558","EGFR","COADREAD","Digestive system","escaping immune response to cancer"
"1559","EGFR","COADREAD","Digestive system","angiogenesis"
"1560","EIF3E","CESC","Female genital","proliferative signalling"
"1561","EIF3E","CESC","Female genital","invasion and metastasis"
"1562","EIF3E","CESC","Female genital","escaping programmed cell death"
"1563","ELF4","AML","Haematolymphoid","escaping programmed cell death"
"1564","ELF4","AML","Haematolymphoid","cell replicative immortality"
"1565","ELF4","AML","Haematolymphoid","suppression of growth"
"1566","ELF4","AML","Haematolymphoid","proliferative signalling"
"1567","ELL","OVT","Female genital","angiogenesis"
"1568","ELL","OVT","Female genital","cell replicative immortality"
"1569","ELL","OVT","Female genital","suppression of growth"
"1570","ELL","MEL","Skin","angiogenesis"
"1571","ELL","MEL","Skin","cell replicative immortality"
"1572","ELL","MEL","Skin","suppression of growth"
"1573","EP300","MBL","Central nervous system","escaping programmed cell death"
"1574","EP300","MBL","Central nervous system","suppression of growth"
"1575","EP300","NHL","Haematolymphoid","escaping programmed cell death"
"1576","EP300","NHL","Haematolymphoid","suppression of growth"
"1577","EP300","SCLC","Thoracic","escaping programmed cell death"
"1578","EP300","SCLC","Thoracic","suppression of growth"
"1579","EP300","LUAD","Thoracic","escaping programmed cell death"
"1580","EP300","LUAD","Thoracic","suppression of growth"
"1581","EP300","BLCA","Urinary and male genital","escaping programmed cell death"
"1582","EP300","BLCA","Urinary and male genital","suppression of growth"
"1583","EP300","ANGS","Soft tissue and bone","escaping programmed cell death"
"1584","EP300","ANGS","Soft tissue and bone","suppression of growth"
"1585","EP300","LUSC","Thoracic","escaping programmed cell death"
"1586","EP300","LUSC","Thoracic","suppression of growth"
"1587","EP300","ESCA","Digestive system","escaping programmed cell death"
"1588","EP300","ESCA","Digestive system","suppression of growth"
"1589","EP300","MLYM","Haematolymphoid","escaping programmed cell death"
"1590","EP300","MLYM","Haematolymphoid","suppression of growth"
"1591","EP300","CESC","Female genital","escaping programmed cell death"
"1592","EP300","CESC","Female genital","suppression of growth"
"1593","EP300","HNSC","Head and neck","escaping programmed cell death"
"1594","EP300","HNSC","Head and neck","suppression of growth"
"1595","EP300","DLBCLNOS","Soft tissue and bone","escaping programmed cell death"
"1596","EP300","DLBCLNOS","Soft tissue and bone","suppression of growth"
"1597","EP300","VULVA","Female genital","escaping programmed cell death"
"1598","EP300","VULVA","Female genital","suppression of growth"
"1599","EP300","NPC","Head and neck","escaping programmed cell death"
"1600","EP300","NPC","Head and neck","suppression of growth"
"1601","EP300","CHOL","Digestive system","escaping programmed cell death"
"1602","EP300","CHOL","Digestive system","suppression of growth"
"1603","EP300","HCC","Digestive system","escaping programmed cell death"
"1604","EP300","HCC","Digestive system","suppression of growth"
"1605","EP300","COADREAD","Digestive system","escaping programmed cell death"
"1606","EP300","COADREAD","Digestive system","suppression of growth"
"1607","EPAS1","PGNG","Endocrine and neuroendocrine","angiogenesis"
"1608","EPAS1","PGNG","Endocrine and neuroendocrine","suppression of growth"
"1609","EPAS1","PGNG","Endocrine and neuroendocrine","invasion and metastasis"
"1610","EPAS1","PGNG","Endocrine and neuroendocrine","escaping programmed cell death"
"1611","EPAS1","CSCC","Skin","angiogenesis"
"1612","EPAS1","CSCC","Skin","suppression of growth"
"1613","EPAS1","CSCC","Skin","invasion and metastasis"
"1614","EPAS1","CSCC","Skin","escaping programmed cell death"
"1615","ERBB2","PRCC","Urinary and male genital","escaping programmed cell death"
"1616","ERBB2","PRCC","Urinary and male genital","change of cellular energetics"
"1617","ERBB2","PRCC","Urinary and male genital","invasion and metastasis"
"1618","ERBB2","PRCC","Urinary and male genital","proliferative signalling"
"1619","ERBB2","BLCA","Urinary and male genital","escaping programmed cell death"
"1620","ERBB2","BLCA","Urinary and male genital","change of cellular energetics"
"1621","ERBB2","BLCA","Urinary and male genital","invasion and metastasis"
"1622","ERBB2","BLCA","Urinary and male genital","proliferative signalling"
"1623","ERBB2","ESCA","Digestive system","escaping programmed cell death"
"1624","ERBB2","ESCA","Digestive system","change of cellular energetics"
"1625","ERBB2","ESCA","Digestive system","invasion and metastasis"
"1626","ERBB2","ESCA","Digestive system","proliferative signalling"
"1627","ERBB2","BRCA","Breast","escaping programmed cell death"
"1628","ERBB2","BRCA","Breast","change of cellular energetics"
"1629","ERBB2","BRCA","Breast","invasion and metastasis"
"1630","ERBB2","BRCA","Breast","proliferative signalling"
"1631","ERBB2","CHOL","Digestive system","escaping programmed cell death"
"1632","ERBB2","CHOL","Digestive system","change of cellular energetics"
"1633","ERBB2","CHOL","Digestive system","invasion and metastasis"
"1634","ERBB2","CHOL","Digestive system","proliferative signalling"
"1635","ERBB2","STAD","Digestive system","escaping programmed cell death"
"1636","ERBB2","STAD","Digestive system","change of cellular energetics"
"1637","ERBB2","STAD","Digestive system","invasion and metastasis"
"1638","ERBB2","STAD","Digestive system","proliferative signalling"
"1639","ERBB2","CESC","Female genital","escaping programmed cell death"
"1640","ERBB2","CESC","Female genital","change of cellular energetics"
"1641","ERBB2","CESC","Female genital","invasion and metastasis"
"1642","ERBB2","CESC","Female genital","proliferative signalling"
"1643","ERBB2","LUAD","Thoracic","escaping programmed cell death"
"1644","ERBB2","LUAD","Thoracic","change of cellular energetics"
"1645","ERBB2","LUAD","Thoracic","invasion and metastasis"
"1646","ERBB2","LUAD","Thoracic","proliferative signalling"
"1647","ERBB2","UCEC","Female genital","escaping programmed cell death"
"1648","ERBB2","UCEC","Female genital","change of cellular energetics"
"1649","ERBB2","UCEC","Female genital","invasion and metastasis"
"1650","ERBB2","UCEC","Female genital","proliferative signalling"
"1651","ERBB2","NSCLC","Thoracic","escaping programmed cell death"
"1652","ERBB2","NSCLC","Thoracic","change of cellular energetics"
"1653","ERBB2","NSCLC","Thoracic","invasion and metastasis"
"1654","ERBB2","NSCLC","Thoracic","proliferative signalling"
"1655","ERBB2","COADREAD","Digestive system","escaping programmed cell death"
"1656","ERBB2","COADREAD","Digestive system","change of cellular energetics"
"1657","ERBB2","COADREAD","Digestive system","invasion and metastasis"
"1658","ERBB2","COADREAD","Digestive system","proliferative signalling"
"1659","ERBB2","OVT","Female genital","escaping programmed cell death"
"1660","ERBB2","OVT","Female genital","change of cellular energetics"
"1661","ERBB2","OVT","Female genital","invasion and metastasis"
"1662","ERBB2","OVT","Female genital","proliferative signalling"
"1663","ERBB3","COADREAD","Digestive system","invasion and metastasis"
"1664","ERBB3","COADREAD","Digestive system","escaping programmed cell death"
"1665","ERBB3","COADREAD","Digestive system","proliferative signalling"
"1666","ERBB3","BLCA","Urinary and male genital","invasion and metastasis"
"1667","ERBB3","BLCA","Urinary and male genital","escaping programmed cell death"
"1668","ERBB3","BLCA","Urinary and male genital","proliferative signalling"
"1669","ERBB3","STAD","Digestive system","invasion and metastasis"
"1670","ERBB3","STAD","Digestive system","escaping programmed cell death"
"1671","ERBB3","STAD","Digestive system","proliferative signalling"
"1672","ERBB3","PRAD","Urinary and male genital","invasion and metastasis"
"1673","ERBB3","PRAD","Urinary and male genital","escaping programmed cell death"
"1674","ERBB3","PRAD","Urinary and male genital","proliferative signalling"
"1675","ERBB3","CESC","Female genital","invasion and metastasis"
"1676","ERBB3","CESC","Female genital","escaping programmed cell death"
"1677","ERBB3","CESC","Female genital","proliferative signalling"
"1678","ERBB3","BRCA","Breast","invasion and metastasis"
"1679","ERBB3","BRCA","Breast","escaping programmed cell death"
"1680","ERBB3","BRCA","Breast","proliferative signalling"
"1681","ERBB3","SBC","Digestive system","invasion and metastasis"
"1682","ERBB3","SBC","Digestive system","escaping programmed cell death"
"1683","ERBB3","SBC","Digestive system","proliferative signalling"
"1684","ERBB3","CHOL","Digestive system","invasion and metastasis"
"1685","ERBB3","CHOL","Digestive system","escaping programmed cell death"
"1686","ERBB3","CHOL","Digestive system","proliferative signalling"
"1687","ERBB3","UCS","Female genital","invasion and metastasis"
"1688","ERBB3","UCS","Female genital","escaping programmed cell death"
"1689","ERBB3","UCS","Female genital","proliferative signalling"
"1690","ERBB3","OVT","Female genital","invasion and metastasis"
"1691","ERBB3","OVT","Female genital","escaping programmed cell death"
"1692","ERBB3","OVT","Female genital","proliferative signalling"
"1693","ERBB3","NBL","Peripheral neuroblastic","invasion and metastasis"
"1694","ERBB3","NBL","Peripheral neuroblastic","escaping programmed cell death"
